Red,Green,Blue,Gray,Index,Intensity,Temperature,Depth
255,0,71,0,18,84,17.158,2
249,190,2,2,29,186,27.094,0.75
255,0,255,0,17,105,16.255,3
255,1,196,1,7,99,7.2226,2.25
255,0,80,0,18,85,17.158,2
255,124,8,8,1,150,1.8032,0.75
255,1,249,1,17,105,16.255,3
255,1,233,1,17,103,16.255,2.25
255,1,64,1,18,84,17.158,2
255,194,8,8,26,191,24.384,0.75
255,0,254,0,17,105,16.255,3
255,3,199,3,7,101,7.2226,2.25
255,0,81,0,2,85,2.7065,2
255,126,7,7,29,151,27.094,0.75
255,0,247,0,17,104,16.255,3
255,0,237,0,17,103,16.255,2.25
255,1,66,1,19,84,18.061,2
250,189,3,3,26,186,24.384,0.75
255,0,254,0,17,105,16.255,3
255,1,196,1,7,99,7.2226,2.25
255,0,80,0,2,85,2.7065,2
254,121,3,3,1,147,1.8032,0.75
255,0,247,0,18,104,17.158,3
255,1,235,1,18,104,17.158,2.25
255,2,65,2,17,85,16.255,2
252,191,4,4,13,188,12.642,0.75
255,0,252,0,18,105,17.158,3
255,0,207,0,18,100,17.158,2.25
255,0,80,0,2,85,2.7065,2
253,119,6,6,1,146,1.8032,0.75
255,1,241,1,11,104,10.835,3
255,0,242,0,11,104,10.835,2.25
251,5,255,5,11,107,10.835,2
254,3,142,3,3,94,3.6097,0.75
252,0,103,0,19,87,18.061,3
250,7,3,3,25,79,23.481,2.25
254,1,22,1,22,79,20.771,2
255,1,36,1,30,81,27.997,0.75
255,0,243,0,17,104,16.255,3
255,0,237,0,17,103,16.255,2.25
255,0,67,0,18,84,17.158,2
242,183,0,0,27,180,25.287,0.75
255,0,255,0,17,105,16.255,3
255,2,200,2,7,100,7.2226,2.25
255,0,80,0,18,85,17.158,2
255,125,8,8,31,151,28.9,0.75
255,1,245,1,17,105,16.255,3
247,4,234,4,17,103,16.255,2.25
255,1,66,1,18,84,17.158,2
254,193,4,4,29,190,27.094,0.75
255,0,254,0,17,105,16.255,3
255,0,195,0,7,98,7.2226,2.25
255,0,74,0,18,85,17.158,2
255,123,4,4,28,149,26.19,0.75
255,0,250,0,17,105,16.255,3
255,1,233,1,17,103,16.255,2.25
255,0,71,0,18,84,17.158,2
252,188,3,3,31,186,28.9,0.75
254,0,255,0,17,105,16.255,3
255,0,196,0,7,99,7.2226,2.25
255,0,80,0,2,85,2.7065,2
255,125,8,8,28,151,26.19,0.75
255,1,247,1,17,105,16.255,3
252,5,234,5,17,105,16.255,2.25
255,2,68,2,18,85,17.158,2
246,182,0,0,30,180,27.997,0.75
255,0,254,0,17,105,16.255,3
255,2,200,2,7,100,7.2226,2.25
255,0,74,0,2,85,2.7065,2
255,122,9,9,31,149,28.9,0.75
255,0,245,0,17,104,16.255,3
255,0,228,0,17,102,16.255,2.25
255,2,65,2,18,85,17.158,2
242,182,0,0,31,179,28.9,0.75
255,1,249,1,17,105,16.255,3
255,0,198,0,7,99,7.2226,2.25
255,0,81,0,2,85,2.7065,2
255,120,3,3,1,147,1.8032,0.75
255,2,241,2,17,105,16.255,3
255,0,238,0,17,103,16.255,2.25
255,0,72,0,18,84,17.158,2
255,192,6,6,28,190,26.19,0.75
254,0,253,0,17,105,16.255,3
255,1,197,1,6,99,6.3194,2.25
255,0,84,0,2,86,2.7065,2
255,120,3,3,1,147,1.8032,0.75
255,0,241,0,17,104,16.255,3
255,1,232,1,17,103,16.255,2.25
255,1,64,1,19,84,18.061,2
250,186,3,3,26,184,24.384,0.75
254,0,254,0,17,105,16.255,3
255,0,195,0,7,98,7.2226,2.25
255,2,84,2,2,87,2.7065,2
248,115,0,0,1,142,1.8032,0.75
255,2,241,2,17,105,16.255,3
250,3,232,3,17,103,16.255,2.25
255,1,70,1,18,85,17.158,2
253,189,3,3,28,187,26.19,0.75
254,0,255,0,17,105,16.255,3
255,1,199,1,7,100,7.2226,2.25
255,0,80,0,2,85,2.7065,2
252,121,3,3,1,147,1.8032,0.75
255,0,245,0,17,104,16.255,3
255,1,232,1,17,103,16.255,2.25
255,0,69,0,18,84,17.158,2
253,194,6,6,30,190,27.997,0.75
255,0,254,0,17,105,16.255,3
254,2,199,2,7,100,7.2226,2.25
255,0,80,0,2,85,2.7065,2
253,120,2,2,1,146,1.8032,0.75
255,0,252,0,17,105,16.255,3
255,0,239,0,17,103,16.255,2.25
255,0,67,0,18,84,17.158,2
246,182,0,0,13,180,12.642,0.75
254,1,250,1,17,105,16.255,3
253,1,198,1,6,99,6.3194,2.25
255,0,80,0,18,85,17.158,2
252,118,0,0,1,145,1.8032,0.75
255,2,243,2,10,105,9.9323,3
255,0,241,0,10,104,9.9323,2.25
250,4,255,4,10,106,9.9323,2
253,5,141,5,20,95,18.965,0.75
252,0,101,0,9,87,9.029,3
245,2,0,0,0,74,0.9,2.25
254,1,19,1,22,79,20.771,2
255,2,29,2,5,81,5.4161,0.75
255,0,245,0,17,104,16.255,3
255,0,232,0,17,103,16.255,2.25
255,2,67,2,18,85,17.158,2
252,188,2,2,28,186,26.19,0.75
255,0,250,0,17,105,16.255,3
255,0,195,0,7,98,7.2226,2.25
255,0,82,0,18,86,17.158,2
255,124,9,9,29,150,27.094,0.75
255,0,250,0,17,105,16.255,3
250,3,232,3,17,103,16.255,2.25
255,0,72,0,18,84,17.158,2
253,192,5,5,28,189,26.19,0.75
255,1,255,1,17,106,16.255,3
255,0,200,0,6,99,6.3194,2.25
255,0,84,0,18,86,17.158,2
255,126,12,12,29,152,27.094,0.75
255,0,245,0,17,104,16.255,3
255,1,232,1,17,103,16.255,2.25
255,1,62,1,19,84,18.061,2
251,185,3,3,27,184,25.287,0.75
255,0,255,0,17,105,16.255,3
255,1,193,1,6,99,6.3194,2.25
255,0,84,0,19,86,18.061,2
255,127,9,9,30,152,27.997,0.75
255,0,249,0,17,105,16.255,3
254,0,239,0,17,103,16.255,2.25
255,0,71,0,18,84,17.158,2
249,183,1,1,13,182,12.642,0.75
255,0,255,0,17,105,16.255,3
255,1,197,1,6,99,6.3194,2.25
255,0,84,0,2,86,2.7065,2
250,116,1,1,1,143,1.8032,0.75
255,0,247,0,18,104,17.158,3
255,0,232,0,18,103,17.158,2.25
255,0,66,0,17,84,16.255,2
251,187,2,2,19,185,18.061,0.75
254,0,255,0,18,105,17.158,3
255,0,201,0,6,99,6.3194,2.25
255,0,84,0,17,86,16.255,2
246,111,0,0,25,139,23.481,0.75
255,0,243,0,17,104,16.255,3
251,4,235,4,17,104,16.255,2.25
255,0,74,0,18,85,17.158,2
247,183,0,0,27,181,25.287,0.75
254,0,255,0,17,105,16.255,3
255,0,207,0,6,100,6.3194,2.25
255,0,84,0,18,86,17.158,2
255,120,5,5,1,147,1.8032,0.75
255,0,250,0,17,105,16.255,3
255,0,232,0,6,103,6.3194,2.25
255,0,71,0,18,84,17.158,2
254,191,2,2,31,188,28.9,0.75
255,0,254,0,17,105,16.255,3
255,1,199,1,6,100,6.3194,2.25
255,0,84,0,18,86,17.158,2
254,121,3,3,29,147,27.094,0.75
255,0,247,0,18,104,17.158,3
255,0,235,0,18,103,17.158,2.25
255,0,69,0,17,84,16.255,2
247,178,0,0,13,178,12.642,0.75
255,0,250,0,18,105,17.158,3
254,2,199,2,6,100,6.3194,2.25
255,0,86,0,2,86,2.7065,2
250,115,0,0,1,142,1.8032,0.75
255,0,250,0,17,105,16.255,3
255,0,231,0,17,103,16.255,2.25
255,2,67,2,18,85,17.158,2
252,188,3,3,19,186,18.061,0.75
253,0,255,0,17,105,16.255,3
255,1,193,1,7,99,7.2226,2.25
255,0,80,0,2,85,2.7065,2
255,127,11,11,30,152,27.997,0.75
255,0,243,0,17,104,16.255,3
250,3,232,3,17,103,16.255,2.25
255,2,68,2,18,85,17.158,2
253,189,3,3,13,187,12.642,0.75
255,1,249,1,17,105,16.255,3
255,0,196,0,6,99,6.3194,2.25
255,0,84,0,18,86,17.158,2
249,119,0,0,31,144,28.9,0.75
255,0,247,0,11,104,10.835,3
255,0,243,0,11,104,10.835,2.25
250,2,255,2,11,105,10.835,2
255,5,148,5,20,96,18.965,0.75
251,0,102,0,9,87,9.029,3
244,1,0,0,0,74,0.9,2.25
254,1,19,1,22,79,20.771,2
255,0,25,0,5,79,5.4161,0.75
255,0,247,0,17,104,16.255,3
255,0,232,0,17,103,16.255,2.25
255,1,70,1,18,85,17.158,2
255,189,5,5,28,188,26.19,0.75
255,1,255,1,17,106,16.255,3
255,0,197,0,7,99,7.2226,2.25
255,0,84,0,2,86,2.7065,2
252,119,1,1,1,145,1.8032,0.75
255,0,252,0,17,105,16.255,3
250,5,232,5,17,104,16.255,2.25
255,1,57,1,18,83,17.158,2
255,196,10,10,19,192,18.061,0.75
255,0,255,0,17,105,16.255,3
255,1,199,1,7,100,7.2226,2.25
255,0,80,0,2,85,2.7065,2
241,111,0,0,1,137,1.8032,0.75
255,2,241,2,17,105,16.255,3
255,0,232,0,17,103,16.255,2.25
255,1,70,1,18,85,17.158,2
255,193,7,7,28,190,26.19,0.75
255,0,255,0,17,105,16.255,3
255,1,197,1,6,99,6.3194,2.25
255,0,83,0,18,86,17.158,2
254,121,2,2,1,147,1.8032,0.75
255,0,245,0,17,104,16.255,3
254,1,231,1,17,103,16.255,2.25
255,0,62,0,18,83,17.158,2
255,192,6,6,29,190,27.094,0.75
255,0,252,0,17,105,16.255,3
255,1,196,1,7,99,7.2226,2.25
255,0,80,0,18,85,17.158,2
255,125,3,3,28,150,26.19,0.75
255,1,249,1,17,105,16.255,3
255,0,238,0,17,103,16.255,2.25
255,1,67,1,18,84,17.158,2
250,190,6,6,28,187,26.19,0.75
254,0,255,0,17,105,16.255,3
255,1,197,1,6,99,6.3194,2.25
255,0,84,0,2,86,2.7065,2
253,120,2,2,29,146,27.094,0.75
255,0,252,0,17,105,16.255,3
249,4,232,4,17,103,16.255,2.25
255,2,68,2,18,85,17.158,2
248,187,0,0,30,184,27.997,0.75
254,0,254,0,17,105,16.255,3
255,0,200,0,7,99,7.2226,2.25
255,0,81,0,18,85,17.158,2
255,125,7,7,27,150,25.287,0.75
255,0,245,0,17,104,16.255,3
255,2,230,2,17,104,16.255,2.25
255,2,62,2,18,84,17.158,2
248,184,1,1,29,182,27.094,0.75
254,1,252,1,17,105,16.255,3
255,1,197,1,6,99,6.3194,2.25
255,0,83,0,2,86,2.7065,2
255,119,7,7,1,147,1.8032,0.75
255,0,247,0,17,104,16.255,3
250,5,232,5,6,104,6.3194,2.25
255,2,62,2,18,84,17.158,2
249,188,2,2,29,185,27.094,0.75
255,0,255,0,17,105,16.255,3
255,2,192,2,6,99,6.3194,2.25
255,0,80,0,2,85,2.7065,2
255,125,5,5,1,150,1.8032,0.75
255,0,249,0,17,105,16.255,3
255,0,233,0,17,103,16.255,2.25
255,1,67,1,18,84,17.158,2
254,195,7,7,19,191,18.061,0.75
253,0,255,0,17,105,16.255,3
255,1,197,1,6,99,6.3194,2.25
255,0,80,0,18,85,17.158,2
250,117,0,0,25,143,23.481,0.75
255,0,243,0,17,104,16.255,3
250,3,232,3,17,103,16.255,2.25
255,1,64,1,18,84,17.158,2
248,182,0,0,19,181,18.061,0.75
255,0,250,0,17,105,16.255,3
255,0,196,0,6,99,6.3194,2.25
255,0,76,0,18,85,17.158,2
252,116,4,4,1,144,1.8032,0.75
255,0,243,0,10,104,9.9323,3
255,0,245,0,10,104,9.9323,2.25
251,5,255,5,10,107,9.9323,2
255,3,140,3,20,94,18.965,0.75
252,0,105,0,20,87,18.965,3
244,1,0,0,0,74,0.9,2.25
255,2,20,2,22,80,20.771,2
255,0,34,0,23,80,21.674,0.75
255,0,249,0,17,105,16.255,3
255,0,233,0,17,103,16.255,2.25
255,2,62,2,18,84,17.158,2
239,178,0,0,19,176,18.061,0.75
255,0,252,0,17,105,16.255,3
255,0,196,0,7,99,7.2226,2.25
255,0,78,0,18,85,17.158,2
255,129,6,6,29,153,27.094,0.75
255,0,247,0,18,104,17.158,3
250,4,237,4,18,104,17.158,2.25
255,1,66,1,19,84,18.061,2
247,190,0,0,20,185,18.965,0.75
255,0,250,0,18,105,17.158,3
255,1,199,1,7,100,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,124,6,6,30,150,27.997,0.75
255,0,247,0,17,104,16.255,3
255,0,232,0,17,103,16.255,2.25
255,2,62,2,18,84,17.158,2
255,196,10,10,28,192,26.19,0.75
255,1,251,1,17,105,16.255,3
255,1,199,1,7,100,7.2226,2.25
255,0,80,0,2,85,2.7065,2
250,121,1,1,31,146,28.9,0.75
255,0,245,0,17,104,16.255,3
251,6,234,6,17,105,16.255,2.25
255,1,64,1,18,84,17.158,2
252,188,2,2,29,186,27.094,0.75
255,2,248,2,17,106,16.255,3
255,0,195,0,7,98,7.2226,2.25
255,0,81,0,2,85,2.7065,2
251,121,0,0,1,146,1.8032,0.75
255,0,247,0,17,104,16.255,3
255,0,234,0,17,103,16.255,2.25
255,1,64,1,18,84,17.158,2
255,194,11,11,28,191,26.19,0.75
255,0,252,0,17,105,16.255,3
255,0,194,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,123,8,8,1,149,1.8032,0.75
255,0,243,0,17,104,16.255,3
252,2,234,2,17,103,16.255,2.25
255,1,63,1,18,84,17.158,2
255,191,6,6,30,189,27.997,0.75
254,0,255,0,17,105,16.255,3
255,2,194,2,7,100,7.2226,2.25
255,0,84,0,18,86,17.158,2
252,121,3,3,1,147,1.8032,0.75
255,0,247,0,17,104,16.255,3
251,4,232,4,17,104,16.255,2.25
255,2,59,2,18,84,17.158,2
253,192,6,6,29,189,27.094,0.75
255,1,255,1,17,106,16.255,3
255,1,191,1,7,99,7.2226,2.25
255,0,80,0,18,85,17.158,2
250,115,0,0,1,142,1.8032,0.75
255,0,243,0,18,104,17.158,3
250,5,232,5,18,104,17.158,2.25
255,0,61,0,19,83,18.061,2
255,191,5,5,30,189,27.997,0.75
254,1,250,1,18,105,17.158,3
255,1,194,1,7,99,7.2226,2.25
255,0,73,0,19,85,18.061,2
255,133,13,13,1,156,1.8032,0.75
255,0,250,0,17,105,16.255,3
255,0,233,0,17,103,16.255,2.25
255,2,66,2,18,85,17.158,2
246,181,0,0,13,180,12.642,0.75
254,0,253,0,17,105,16.255,3
255,1,191,1,6,99,6.3194,2.25
255,0,76,0,18,85,17.158,2
252,118,3,3,1,145,1.8032,0.75
255,0,247,0,17,104,16.255,3
250,5,232,5,17,104,16.255,2.25
255,0,63,0,18,83,17.158,2
247,190,0,0,30,185,27.997,0.75
255,1,249,1,17,105,16.255,3
255,0,193,0,7,98,7.2226,2.25
255,0,78,0,18,85,17.158,2
255,128,10,10,28,153,26.19,0.75
255,2,243,2,10,105,9.9323,3
255,0,245,0,10,104,9.9323,2.25
250,4,255,4,10,106,9.9323,2
255,7,142,7,20,97,18.965,0.75
251,0,102,0,9,87,9.029,3
247,4,0,0,25,76,23.481,2.25
254,1,19,1,22,79,20.771,2
255,0,25,0,5,79,5.4161,0.75
255,1,245,1,17,105,16.255,3
255,1,232,1,17,103,16.255,2.25
255,0,63,0,18,83,17.158,2
254,193,6,6,31,190,28.9,0.75
255,0,255,0,17,105,16.255,3
255,1,189,1,7,98,7.2226,2.25
255,0,74,0,2,85,2.7065,2
255,129,7,7,30,153,27.997,0.75
255,0,249,0,17,105,16.255,3
248,6,230,6,17,104,16.255,2.25
255,3,63,3,18,85,17.158,2
255,192,7,7,26,190,24.384,0.75
254,0,255,0,17,105,16.255,3
255,1,194,1,7,99,7.2226,2.25
255,0,80,0,18,85,17.158,2
254,119,4,4,1,146,1.8032,0.75
255,0,243,0,17,104,16.255,3
255,0,234,0,17,103,16.255,2.25
255,1,59,1,18,84,17.158,2
251,190,4,4,29,187,27.094,0.75
255,1,255,1,17,106,16.255,3
255,1,189,1,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
252,121,3,3,1,147,1.8032,0.75
255,0,247,0,17,104,16.255,3
250,5,232,5,17,104,16.255,2.25
255,2,62,2,18,84,17.158,2
255,193,7,7,29,190,27.094,0.75
254,1,252,1,17,105,16.255,3
255,3,195,3,7,100,7.2226,2.25
255,0,73,0,2,85,2.7065,2
249,119,0,0,28,144,26.19,0.75
255,0,247,0,18,104,17.158,3
255,2,230,2,18,104,17.158,2.25
255,1,61,1,19,84,18.061,2
253,189,3,3,29,187,27.094,0.75
255,0,255,0,18,105,17.158,3
255,0,190,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
249,123,3,3,1,147,1.8032,0.75
255,0,247,0,17,104,16.255,3
250,4,237,4,17,104,16.255,2.25
255,2,56,2,18,84,17.158,2
255,196,10,10,28,192,26.19,0.75
255,0,255,0,17,105,16.255,3
255,2,190,2,7,99,7.2226,2.25
255,0,80,0,2,85,2.7065,2
255,125,7,7,1,150,1.8032,0.75
255,0,243,0,18,104,17.158,3
255,1,230,1,18,103,17.158,2.25
255,1,59,1,19,84,18.061,2
248,187,0,0,20,184,18.965,0.75
255,1,249,1,18,105,17.158,3
255,3,191,3,7,100,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,130,8,8,1,153,1.8032,0.75
255,0,245,0,18,104,17.158,3
249,3,234,3,18,103,17.158,2.25
255,1,57,1,19,83,18.061,2
249,188,2,2,13,185,12.642,0.75
255,0,252,0,18,105,17.158,3
255,0,187,0,7,98,7.2226,2.25
255,0,71,0,19,84,18.061,2
255,126,8,8,1,151,1.8032,0.75
255,0,252,0,18,105,17.158,3
253,4,230,4,18,104,17.158,2.25
255,3,61,3,17,85,16.255,2
250,197,7,7,30,191,27.997,0.75
255,0,255,0,18,105,17.158,3
255,1,193,1,7,99,7.2226,2.25
255,0,78,0,2,85,2.7065,2
252,118,3,3,29,145,27.094,0.75
255,0,252,0,17,105,16.255,3
250,5,230,5,17,104,16.255,2.25
255,2,60,2,18,84,17.158,2
252,186,4,4,30,185,27.997,0.75
255,0,254,0,17,105,16.255,3
255,0,193,0,7,98,7.2226,2.25
255,0,80,0,18,85,17.158,2
255,126,7,7,28,151,26.19,0.75
255,0,243,0,11,104,10.835,3
255,0,245,0,11,104,10.835,2.25
251,3,255,3,11,106,10.835,2
255,5,140,5,20,95,18.965,0.75
255,0,106,0,9,88,9.029,3
245,2,0,0,0,74,0.9,2.25
255,2,20,2,23,80,21.674,2
254,0,24,0,5,79,5.4161,0.75
255,0,250,0,17,105,16.255,3
255,0,229,0,17,102,16.255,2.25
255,1,56,1,18,83,17.158,2
255,194,8,8,27,191,25.287,0.75
255,0,255,0,17,105,16.255,3
255,0,191,0,7,98,7.2226,2.25
255,0,76,0,18,85,17.158,2
253,120,2,2,29,146,27.094,0.75
255,1,245,1,18,105,17.158,3
250,4,237,4,18,104,17.158,2.25
255,2,62,2,17,84,16.255,2
249,185,0,0,29,183,27.094,0.75
255,0,255,0,18,105,17.158,3
255,0,191,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
253,118,1,1,1,145,1.8032,0.75
255,0,241,0,17,104,16.255,3
254,3,230,3,17,104,16.255,2.25
255,0,63,0,18,83,17.158,2
254,189,3,3,13,187,12.642,0.75
254,0,255,0,17,105,16.255,3
255,2,190,2,7,99,7.2226,2.25
255,0,78,0,2,85,2.7065,2
243,114,0,0,1,140,1.8032,0.75
255,0,247,0,17,104,16.255,3
249,4,231,4,17,103,16.255,2.25
255,0,59,0,18,83,17.158,2
250,192,5,5,31,188,28.9,0.75
255,0,255,0,17,105,16.255,3
255,1,188,1,7,98,7.2226,2.25
255,0,71,0,18,84,17.158,2
251,118,0,0,1,144,1.8032,0.75
255,0,245,0,17,104,16.255,3
249,4,229,4,17,103,16.255,2.25
255,0,62,0,18,83,17.158,2
250,189,2,2,31,186,28.9,0.75
255,0,255,0,17,105,16.255,3
255,0,187,0,7,98,7.2226,2.25
255,0,76,0,2,85,2.7065,2
255,121,7,7,1,148,1.8032,0.75
255,0,250,0,17,105,16.255,3
249,4,229,4,17,103,16.255,2.25
255,2,60,2,19,84,18.061,2
250,189,2,2,27,186,25.287,0.75
254,1,250,1,17,105,16.255,3
255,1,186,1,7,98,7.2226,2.25
255,0,76,0,2,85,2.7065,2
252,117,0,0,1,144,1.8032,0.75
255,0,245,0,17,104,16.255,3
255,1,232,1,17,103,16.255,2.25
255,3,60,3,18,85,17.158,2
249,189,5,5,29,186,27.094,0.75
254,1,250,1,17,105,16.255,3
255,1,193,1,7,99,7.2226,2.25
255,0,73,0,18,85,17.158,2
255,121,3,3,28,148,26.19,0.75
255,0,245,0,18,104,17.158,3
250,5,232,5,18,104,17.158,2.25
255,0,61,0,17,83,16.255,2
242,184,0,0,26,180,24.384,0.75
254,1,252,1,18,105,17.158,3
255,0,191,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
252,117,0,0,1,144,1.8032,0.75
255,0,247,0,20,104,18.965,3
255,1,230,1,20,103,18.965,2.25
255,1,57,1,17,83,16.255,2
255,194,7,7,5,191,5.4161,0.75
255,0,255,0,20,105,18.965,3
255,0,187,0,14,98,13.545,2.25
255,0,76,0,2,85,2.7065,2
255,122,4,4,1,148,1.8032,0.75
255,0,245,0,17,104,16.255,3
249,4,229,4,17,103,16.255,2.25
255,0,63,0,18,83,17.158,2
250,191,3,3,28,187,26.19,0.75
254,0,255,0,17,105,16.255,3
255,0,191,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
253,120,2,2,1,146,1.8032,0.75
255,0,243,0,10,104,9.9323,3
255,0,246,0,10,104,9.9323,2.25
250,4,255,4,10,106,9.9323,2
255,8,141,8,20,97,18.965,0.75
252,0,103,0,20,87,18.965,3
251,8,4,4,25,80,23.481,2.25
254,1,19,1,22,79,20.771,2
254,0,24,0,5,79,5.4161,0.75
255,0,250,0,17,105,16.255,3
253,4,232,4,17,104,16.255,2.25
255,1,56,1,18,83,17.158,2
246,188,1,1,29,184,27.094,0.75
254,1,252,1,17,105,16.255,3
255,2,189,2,7,99,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,124,9,9,28,150,26.19,0.75
255,0,247,0,19,104,18.061,3
249,4,231,4,19,103,18.061,2.25
255,0,59,0,17,83,16.255,2
255,193,7,7,28,190,26.19,0.75
254,0,254,0,19,105,18.061,3
255,2,189,2,7,99,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,122,11,11,1,149,1.8032,0.75
255,0,254,0,17,105,16.255,3
255,2,232,2,17,104,16.255,2.25
255,1,57,1,19,83,18.061,2
249,185,0,0,30,183,27.997,0.75
253,0,253,0,17,104,16.255,3
255,0,187,0,7,98,7.2226,2.25
255,0,76,0,19,85,18.061,2
248,110,0,0,1,139,1.8032,0.75
255,0,250,0,19,105,18.061,3
253,4,232,4,19,104,18.061,2.25
255,1,62,1,17,84,16.255,2
250,186,3,3,30,184,27.997,0.75
255,1,249,1,19,105,18.061,3
255,1,188,1,14,98,13.545,2.25
255,0,78,0,2,85,2.7065,2
253,118,1,1,1,145,1.8032,0.75
255,0,245,0,17,104,16.255,3
255,2,226,2,17,103,16.255,2.25
255,2,58,2,19,84,18.061,2
249,188,2,2,13,185,12.642,0.75
254,0,255,0,17,105,16.255,3
255,0,191,0,7,98,7.2226,2.25
255,0,71,0,19,84,18.061,2
253,118,3,3,1,145,1.8032,0.75
255,0,250,0,17,105,16.255,3
250,5,230,5,17,104,16.255,2.25
255,0,63,0,18,83,17.158,2
255,194,8,8,28,191,26.19,0.75
255,2,253,2,17,106,16.255,3
255,1,189,1,7,98,7.2226,2.25
255,0,73,0,2,85,2.7065,2
255,120,6,6,1,147,1.8032,0.75
255,0,249,0,17,105,16.255,3
255,1,232,1,17,103,16.255,2.25
255,1,61,1,18,84,17.158,2
242,181,0,0,13,179,12.642,0.75
254,0,255,0,17,105,16.255,3
255,0,187,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
249,118,0,0,1,144,1.8032,0.75
255,0,249,0,17,105,16.255,3
248,3,228,3,17,102,16.255,2.25
255,1,59,1,18,84,17.158,2
247,186,0,0,30,183,27.997,0.75
255,1,251,1,17,105,16.255,3
255,0,187,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,126,12,12,1,152,1.8032,0.75
254,2,247,2,20,105,18.965,3
255,0,232,0,20,103,18.965,2.25
255,1,63,1,17,84,16.255,2
247,185,2,2,27,183,25.287,0.75
254,0,255,0,20,105,18.965,3
255,2,189,2,6,99,6.3194,2.25
255,0,78,0,17,85,16.255,2
255,123,8,8,1,149,1.8032,0.75
255,0,247,0,17,104,16.255,3
250,5,232,5,17,104,16.255,2.25
255,0,59,0,18,83,17.158,2
251,196,7,7,28,191,26.19,0.75
255,0,252,0,17,105,16.255,3
255,1,186,1,15,98,14.448,2.25
255,0,73,0,18,85,17.158,2
255,122,7,7,1,149,1.8032,0.75
255,0,243,0,11,104,10.835,3
255,0,245,0,11,104,10.835,2.25
250,4,255,4,11,106,10.835,2
255,7,146,7,3,97,3.6097,0.75
254,0,106,0,9,88,9.029,3
244,1,0,0,0,74,0.9,2.25
253,1,16,1,22,78,20.771,2
255,0,23,0,5,79,5.4161,0.75
255,0,249,0,17,105,16.255,3
250,4,227,4,17,103,16.255,2.25
255,2,58,2,18,84,17.158,2
245,185,1,1,13,182,12.642,0.75
255,1,251,1,17,105,16.255,3
255,1,188,1,6,98,6.3194,2.25
255,0,71,0,18,84,17.158,2
250,114,2,2,24,142,22.577,0.75
255,1,245,1,17,105,16.255,3
253,4,232,4,17,104,16.255,2.25
255,0,59,0,18,83,17.158,2
245,185,0,0,13,182,12.642,0.75
255,1,253,1,17,106,16.255,3
255,0,187,0,7,98,7.2226,2.25
255,0,73,0,2,85,2.7065,2
249,111,0,0,20,140,18.965,0.75
255,0,249,0,17,105,16.255,3
250,3,231,3,17,103,16.255,2.25
255,1,64,1,18,84,17.158,2
244,178,0,0,13,177,12.642,0.75
254,0,255,0,17,105,16.255,3
255,0,187,0,6,98,6.3194,2.25
255,0,78,0,2,85,2.7065,2
255,124,9,9,28,150,26.19,0.75
255,0,250,0,17,105,16.255,3
255,2,230,2,17,104,16.255,2.25
255,1,64,1,18,84,17.158,2
253,189,4,4,28,187,26.19,0.75
255,0,255,0,17,105,16.255,3
255,0,191,0,7,98,7.2226,2.25
255,0,78,0,2,85,2.7065,2
255,119,5,5,1,147,1.8032,0.75
255,1,247,1,17,105,16.255,3
251,4,233,4,17,104,16.255,2.25
255,1,59,1,18,84,17.158,2
252,186,4,4,13,185,12.642,0.75
254,0,255,0,17,105,16.255,3
255,0,188,0,6,98,6.3194,2.25
255,0,78,0,2,85,2.7065,2
255,123,6,6,28,149,26.19,0.75
255,0,247,0,19,104,18.061,3
250,3,232,3,19,103,18.061,2.25
255,1,64,1,17,84,16.255,2
254,190,7,7,29,188,27.094,0.75
254,0,255,0,19,105,18.061,3
255,1,189,1,6,98,6.3194,2.25
255,0,78,0,2,85,2.7065,2
255,120,3,3,1,147,1.8032,0.75
255,0,245,0,17,104,16.255,3
252,3,231,3,17,103,16.255,2.25
255,0,63,0,18,83,17.158,2
249,189,5,5,30,186,27.997,0.75
255,1,255,1,17,106,16.255,3
255,0,187,0,6,98,6.3194,2.25
255,0,78,0,2,85,2.7065,2
255,120,3,3,1,147,1.8032,0.75
255,0,245,0,17,104,16.255,3
249,3,234,3,17,103,16.255,2.25
255,0,59,0,18,83,17.158,2
252,188,5,5,29,186,27.094,0.75
255,0,250,0,17,105,16.255,3
255,3,191,3,6,100,6.3194,2.25
255,0,80,0,2,85,2.7065,2
255,118,2,2,1,146,1.8032,0.75
255,1,247,1,17,105,16.255,3
255,0,231,0,17,103,16.255,2.25
255,1,60,1,18,84,17.158,2
255,191,5,5,30,189,27.997,0.75
255,0,250,0,17,105,16.255,3
255,1,189,1,6,98,6.3194,2.25
